"","seasonality"
"F.1994.may.2",0.00351517998172826
"F.1994.jun.1",0.0352213484513128
"F.1994.jun.2",0.0352213484513128
"F.1994.jul.1",0.162727852496441
"F.1994.jul.2",0.162727852496441
"F.1994.aug.1",0.0295030462243608
"F.1994.aug.2",0.0295030462243608
"F.1994.sep.1",0.0239401671910213
"F.1994.sep.2",0.0239401671910213
"F.1994.oct.1",0.0947854048241728
"F.1994.oct.2",0.0947854048241728
"F.1994.nov.1",0.0810904694233335
"F.1994.nov.2",0.0810904694233335
"F.1994.dec.1",0.0565908679672659
"F.1994.dec.2",0.0565908679672659
"F.1995.jan.1",0.0133691015325928
"F.1995.jan.2",0.0133691015325928
"F.1995.feb.1",0.021067402603837
"F.1995.feb.2",0.021067402603837
"F.1995.mar.1",0.0183381734778102
"F.1995.mar.2",0.0183381734778102
"F.1995.apr.1",0.0482779039389641
"F.1995.apr.2",0.0482779039389641
"F.1995.may.1",0.0692944274233385
"F.1995.may.2",0.0692944274233385
"F.1995.jun.1",0.047589879667312
"F.1995.jun.2",0.047589879667312
"F.1995.jul.1",0.0205782820573223
"F.1995.jul.2",0.0205782820573223
"F.1995.aug.1",0.0212770048407179
"F.1995.aug.2",0.0212770048407179
"F.1995.sep.1",0.0508488966740805
"F.1995.sep.2",0.0508488966740805
"F.1995.oct.1",0.0328455862640631
"F.1995.oct.2",0.0328455862640631
"F.1995.nov.1",0.060005745777831
"F.1995.nov.2",0.060005745777831
"F.1995.dec.1",0.0965075957421307
"F.1995.dec.2",0.0965075957421307
"F.1996.jan.1",0.043268213786146
"F.1996.jan.2",0.043268213786146
"F.1996.feb.1",0.0582436854181967
"F.1996.feb.2",0.0582436854181967
"F.1996.mar.1",0.0067959956160518
"F.1996.mar.2",0.0067959956160518
"F.1996.apr.1",0.0131172074194328
"F.1996.apr.2",0.0131172074194328
"F.1996.may.1",0.00548618141523438
"F.1996.may.2",0.00548618141523438
"F.1996.jun.1",0.00693452582840817
"F.1996.jun.2",0.00693452582840817
"F.1996.jul.1",0.0144655568163542
"F.1996.jul.2",0.0144655568163542
"F.1996.aug.1",0.020639681632899
"F.1996.aug.2",0.020639681632899
"F.1996.sep.1",0.0265829606571487
"F.1996.sep.2",0.0265829606571487
"F.1996.oct.1",0.0747052720334268
"F.1996.oct.2",0.0747052720334268
"F.1996.nov.1",0.144243270655525
"F.1996.nov.2",0.144243270655525
"F.1996.dec.1",0.0855174487211762
"F.1996.dec.2",0.0855174487211762
"F.1997.jan.1",0.0136561062576626
"F.1997.jan.2",0.0136561062576626
"F.1997.feb.1",0.00673627561275462
"F.1997.feb.2",0.00673627561275462
"F.1997.mar.1",0.0152128023996992
"F.1997.mar.2",0.0152128023996992
"F.1997.apr.1",0.0185092214469099
"F.1997.apr.2",0.0185092214469099
"F.1997.may.1",0.0338805890665824
"F.1997.may.2",0.0338805890665824
"F.1997.jun.1",0.0160649342126418
"F.1997.jun.2",0.0160649342126418
"F.1997.jul.1",0.0311137815126852
"F.1997.jul.2",0.0311137815126852
"F.1997.aug.1",0.114320516140437
"F.1997.aug.2",0.114320516140437
"F.1997.sep.1",0.14962799157345
"F.1997.sep.2",0.14962799157345
"F.1997.oct.1",0.0500245877964981
"F.1997.oct.2",0.0500245877964981
"F.1997.nov.1",0.0301790134061551
"F.1997.nov.2",0.0301790134061551
"F.1997.dec.1",0.0206741805745233
"F.1997.dec.2",0.0206741805745233
"F.1998.jan.1",0.00716989354058113
"F.1998.jan.2",0.00716989354058113
"F.1998.feb.1",0.0377814799294379
"F.1998.feb.2",0.0377814799294379
"F.1998.mar.1",0.00182121863120109
"F.1998.mar.2",0.00182121863120109
"F.1998.apr.1",0.000218962265777917
"F.1998.apr.2",0.000218962265777917
"F.1998.may.1",0.000435567026122479
"F.1998.may.2",0.000435567026122479
"F.1998.jun.1",0.0029040939594007
"F.1998.jun.2",0.0029040939594007
"F.1998.jul.1",0.00228987407874037
"F.1998.jul.2",0.00228987407874037
"F.1998.aug.1",0.00218585668583884
"F.1998.aug.2",0.00218585668583884
"F.1998.sep.1",0.00469745182409244
"F.1998.sep.2",0.00469745182409244
"F.1998.oct.1",0.0710163846832551
"F.1998.oct.2",0.0710163846832551
"F.1998.nov.1",0.147327953288973
"F.1998.nov.2",0.147327953288973
"F.1998.dec.1",0.222151264086579
"F.1998.dec.2",0.222151264086579
"F.1999.jan.1",0.174903415735629
"F.1999.jan.2",0.174903415735629
"F.1999.feb.1",0.088196490545095
"F.1999.feb.2",0.088196490545095
"F.1999.mar.1",0.14286485600195
"F.1999.mar.2",0.14286485600195
"F.1999.apr.1",0.0273698290319233
"F.1999.apr.2",0.0273698290319233
"F.1999.may.1",0.0159087115670334
"F.1999.may.2",0.0159087115670334
"F.1999.jun.1",0.0148559365417296
"F.1999.jun.2",0.0148559365417296
"F.1999.jul.1",0.0064805144878328
"F.1999.jul.2",0.0064805144878328
"F.1999.aug.1",1.373293222659e-06
"F.1999.aug.2",1.373293222659e-06
"F.1999.sep.1",0.00418135089305941
"F.1999.sep.2",0.00418135089305941
"F.1999.oct.1",0.0108763967170869
"F.1999.oct.2",0.0108763967170869
"F.1999.nov.1",0.00877950075561395
"F.1999.nov.2",0.00877950075561395
"F.1999.dec.1",0.005581624429824
"F.1999.dec.2",0.005581624429824
"F.2000.jan.1",0.0597053567746366
"F.2000.jan.2",0.0597053567746366
"F.2000.feb.1",0.0273834615910447
"F.2000.feb.2",0.0273834615910447
"F.2000.mar.1",0.0356170566889161
"F.2000.mar.2",0.0356170566889161
"F.2000.apr.1",0.0142439977519559
"F.2000.apr.2",0.0142439977519559
"F.2000.may.1",0.00167880377917492
"F.2000.may.2",0.00167880377917492
"F.2000.jun.1",0.0297186095449405
"F.2000.jun.2",0.0297186095449405
"F.2000.jul.1",0.0655561315310353
"F.2000.jul.2",0.0655561315310353
"F.2000.aug.1",0.0630312979313194
"F.2000.aug.2",0.0630312979313194
"F.2000.sep.1",0.022973608201721
"F.2000.sep.2",0.022973608201721
"F.2000.oct.1",1.2640600412427e-05
"F.2000.oct.2",1.2640600412427e-05
"F.2000.nov.1",0.000673045703588016
"F.2000.nov.2",0.000673045703588016
"F.2000.dec.1",0.179405989901255
"F.2000.dec.2",0.179405989901255
"F.2001.jan.1",0.0074356728815554
"F.2001.jan.2",0.0074356728815554
"F.2001.feb.1",0.0131217048342282
"F.2001.feb.2",0.0131217048342282
"F.2001.mar.1",0.00755331056592719
"F.2001.mar.2",0.00755331056592719
"F.2001.apr.1",0.0043273032617787
"F.2001.apr.2",0.0043273032617787
"F.2001.may.1",0.00181080837882248
"F.2001.may.2",0.00181080837882248
"F.2001.jun.1",0.00271720481589481
"F.2001.jun.2",0.00271720481589481
"F.2001.jul.1",0.0645445821853558
"F.2001.jul.2",0.0645445821853558
"F.2001.aug.1",0.0301012943565046
"F.2001.aug.2",0.0301012943565046
"F.2001.sep.1",0.0235099432976048
"F.2001.sep.2",0.0235099432976048
"F.2001.oct.1",0.184682358945396
"F.2001.oct.2",0.184682358945396
"F.2001.nov.1",0.108367095806642
"F.2001.nov.2",0.108367095806642
"F.2001.dec.1",0.0518287206702896
"F.2001.dec.2",0.0518287206702896
"F.2002.jan.1",0.230355705710701
"F.2002.jan.2",0.230355705710701
"F.2002.feb.1",0.135315157918542
"F.2002.feb.2",0.135315157918542
"F.2002.mar.1",0.0680304055595322
"F.2002.mar.2",0.0680304055595322
"F.2002.apr.1",0.0163007925579849
"F.2002.apr.2",0.0163007925579849
"F.2002.may.1",0.00978292491913444
"F.2002.may.2",0.00978292491913444
"F.2002.jun.1",0.00359218685488068
"F.2002.jun.2",0.00359218685488068
"F.2002.jul.1",0.014484254064863
"F.2002.jul.2",0.014484254064863
"F.2002.aug.1",0.00625288552259176
"F.2002.aug.2",0.00625288552259176
"F.2002.sep.1",0.00739678316170753
"F.2002.sep.2",0.00739678316170753
"F.2002.oct.1",0.00334917985955179
"F.2002.oct.2",0.00334917985955179
"F.2002.nov.1",0.00114968927339772
"F.2002.nov.2",0.00114968927339772
"F.2002.dec.1",0.00399003459711333
"F.2002.dec.2",0.00399003459711333
"F.2003.jan.1",0.0568283325379952
"F.2003.jan.2",0.0568283325379952
"F.2003.feb.1",0.0772367260272163
"F.2003.feb.2",0.0772367260272163
"F.2003.mar.1",0.100284917386479
"F.2003.mar.2",0.100284917386479
"F.2003.apr.1",0.0295510429205891
"F.2003.apr.2",0.0295510429205891
"F.2003.may.1",0.0138308654942854
"F.2003.may.2",0.0138308654942854
"F.2003.jun.1",0.0271229469264957
"F.2003.jun.2",0.0271229469264957
"F.2003.jul.1",0.0356735802805268
"F.2003.jul.2",0.0356735802805268
"F.2003.aug.1",0.0620780694522288
"F.2003.aug.2",0.0620780694522288
"F.2003.sep.1",0.0797701114170083
"F.2003.sep.2",0.0797701114170083
"F.2003.oct.1",0.00338124880992736
"F.2003.oct.2",0.00338124880992736
"F.2003.nov.1",0.00118502399538279
"F.2003.nov.2",0.00118502399538279
"F.2003.dec.1",0.0130571347518648
"F.2003.dec.2",0.0130571347518648
"F.2004.jan.1",0.113676868254926
"F.2004.jan.2",0.113676868254926
"F.2004.feb.1",0.0956647149468962
"F.2004.feb.2",0.0956647149468962
"F.2004.mar.1",0.0833018099169679
"F.2004.mar.2",0.0833018099169679
"F.2004.apr.1",0.0249681444318827
"F.2004.apr.2",0.0249681444318827
"F.2004.may.1",0.0059988837942595
"F.2004.may.2",0.0059988837942595
"F.2004.jun.1",0.0019705598804215
"F.2004.jun.2",0.0019705598804215
"F.2004.jul.1",0.00205974396580208
"F.2004.jul.2",0.00205974396580208
"F.2004.aug.1",0.0505741951850677
"F.2004.aug.2",0.0505741951850677
"F.2004.sep.1",0.0536314865174529
"F.2004.sep.2",0.0536314865174529
"F.2004.oct.1",0.0488855242296052
"F.2004.oct.2",0.0488855242296052
"F.2004.nov.1",0.0141362206026816
"F.2004.nov.2",0.0141362206026816
"F.2004.dec.1",0.0051318482740371
"F.2004.dec.2",0.0051318482740371
"F.2005.jan.1",0.194784042376478
"F.2005.jan.2",0.194784042376478
"F.2005.feb.1",0.0699828079288279
"F.2005.feb.2",0.0699828079288279
"F.2005.mar.1",0.00734821076949003
"F.2005.mar.2",0.00734821076949003
"F.2005.apr.1",0.00792216464992907
"F.2005.apr.2",0.00792216464992907
"F.2005.may.1",0.0207526084844067
"F.2005.may.2",0.0207526084844067
"F.2005.jun.1",0.014566087353613
"F.2005.jun.2",0.014566087353613
"F.2005.jul.1",0.0417225881277063
"F.2005.jul.2",0.0417225881277063
"F.2005.aug.1",0.00621821019826228
"F.2005.aug.2",0.00621821019826228
"F.2005.sep.1",2.86674184101051e-05
"F.2005.sep.2",2.86674184101051e-05
"F.2005.oct.1",0.0460638839648346
"F.2005.oct.2",0.0460638839648346
"F.2005.nov.1",0.0326817990467832
"F.2005.nov.2",0.0326817990467832
"F.2005.dec.1",0.057928929681259
"F.2005.dec.2",0.057928929681259
"F.2006.jan.1",0.0837077436994359
"F.2006.jan.2",0.0837077436994359
"F.2006.feb.1",0.0760119781065626
"F.2006.feb.2",0.0760119781065626
"F.2006.mar.1",0.0609361528558636
"F.2006.mar.2",0.0609361528558636
"F.2006.apr.1",0.0579781283801188
"F.2006.apr.2",0.0579781283801188
"F.2006.may.1",0.0264487017661103
"F.2006.may.2",0.0264487017661103
"F.2006.jun.1",0.0253548631666863
"F.2006.jun.2",0.0253548631666863
"F.2006.jul.1",0.0563609825044059
"F.2006.jul.2",0.0563609825044059
"F.2006.aug.1",0.0409277778080807
"F.2006.aug.2",0.0409277778080807
"F.2006.sep.1",0.00394701369947777
"F.2006.sep.2",0.00394701369947777
"F.2006.oct.1",0.025007491388814
"F.2006.oct.2",0.025007491388814
"F.2006.nov.1",0.0272423968236971
"F.2006.nov.2",0.0272423968236971
"F.2006.dec.1",0.0160767698007471
"F.2006.dec.2",0.0160767698007471
"F.2007.jan.1",0.127121377263506
"F.2007.jan.2",0.127121377263506
"F.2007.feb.1",0.0951199277225808
"F.2007.feb.2",0.0951199277225808
"F.2007.mar.1",0.104445583479914
"F.2007.mar.2",0.104445583479914
"F.2007.apr.1",0.075566008686515
"F.2007.apr.2",0.075566008686515
"F.2007.may.1",0.0352831555627409
"F.2007.may.2",0.0352831555627409
"F.2007.jun.1",0.00219573801280115
"F.2007.jun.2",0.00219573801280115
"F.2007.jul.1",0.04187894683698
"F.2007.jul.2",0.04187894683698
"F.2007.aug.1",0.00864474014723808
"F.2007.aug.2",0.00864474014723808
"F.2007.sep.1",0
"F.2007.sep.2",0
"F.2007.oct.1",0
"F.2007.oct.2",0
"F.2007.nov.1",0.00397284114950357
"F.2007.nov.2",0.00397284114950357
"F.2007.dec.1",0.00577168113822036
"F.2007.dec.2",0.00577168113822036
"F.2008.jan.1",0.0671153373024851
"F.2008.jan.2",0.0671153373024851
"F.2008.feb.1",0.0736158401248492
"F.2008.feb.2",0.0736158401248492
"F.2008.mar.1",0.233014343245865
"F.2008.mar.2",0.233014343245865
"F.2008.apr.1",0.0153098739379263
"F.2008.apr.2",0.0153098739379263
"F.2008.may.1",0.000119557182031813
"F.2008.may.2",0.000119557182031813
"F.2008.jun.1",0.0738109472750706
"F.2008.jun.2",0.0738109472750706
"F.2008.jul.1",0.0169146028308802
"F.2008.jul.2",0.0169146028308802
"F.2008.aug.1",0
"F.2008.aug.2",0
"F.2008.sep.1",0
"F.2008.sep.2",0
"F.2008.oct.1",0
"F.2008.oct.2",0
"F.2008.nov.1",0.015631999818133
"F.2008.nov.2",0.015631999818133
"F.2008.dec.1",0.00446749828275902
"F.2008.dec.2",0.00446749828275902
